Student ID,School,Gender,Game-Playing Frequency,Game-Playing Skill,Game-Playing Hours,Content Pre 1,Content Pre 2,Content Pre 3,Content Pre 4,Content Pre 5,Content Pre 6,Content Pre 7,Content Pre 8,Content Pre 9,Content Pre 10,Content Pre 11,Content Pre 12,Content Pre 13,Content Pre 14,Content Pre 15,Content Pre 16,Content Pre 17,Content Pre 18,Content Pre 19,Content Pre Total,BFI Open,BFI Conscientious,BFI Extraversion,BFI Agreeable,BFI Neuroticism,AGQ Mastery Approach,AGQ Mastery Avoid,AGQ Performance Approach,AGQ Performance Avoid,CERQ Self Blame,CERQ Acceptance,CERQ Rumination,CERQ Positive Refocusing,CERQ Planning,CERQ Positive Reappraisal,CERQ Putting into Perspective,CERQ Catastrophizing,CERQ Other-Blame,Game Soln Disease,Game Soln Object,Content Post 1,Content Post 2,Content Post 3,Content Post 4,Content Post 5,Content Post 6,Content Post 7,Content Post 8,Content Post 9,Content Post 10,Content Post 11,Content Post 12,Content Post 13,Content Post 14,Content Post 15,Content Post 16,Content Post 17,Content Post 18,Content Post 19,Content Post Total,Narrative 1,Narrative 2,Narrative 3,Narrative 4,Narrative 5,Narrative 6,Narrative 7,Narrative 8,Narrative 9,Narrative 10,Narrative 11,Narrative 12,Narrative 13,Narrative Total,IMI Interest Total,IMI Competence Total,IMI Effort Total,IMI Pressure Total,IMI Value Total,PQ Involvement,PQ Sensory Fidelity,PQ Adaptation / Immersion,PQ Interface Quality,PQ Total,Learning Gain,Normalized Learning Gain,Solved Mystery,CompletionTime
100-0389,AnonymousB,1,3,5,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,9,46,38,30,41,21,21,11,18,21,10,8,6,6,10,10,6,4,2,disease-Influenza,object-Milk,1,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,0,0,1,12,1,0,1,1,1,1,1,1,1,1,0,1,1,11,6.571428571,6,4,2,7,84,42,56,21,203,3,0.3,1,3115.379883
100-0390,AnonymousB,2,3,3,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,37,33,30,34,27,11,9,15,14,7,3,7,6,6,5,6,6,6,disease-Salmonellosis,object-Sandwich,1,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,6,1,1,1,0,1,1,1,1,1,0,0,0,0,8,1.571428571,4.666666667,3.8,4.25,3.285714286,38,21,25,12,96,3,0.1875,0,9999
100-0391,AnonymousB,2,3,4,2,0,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,1,9,40,30,34,30,15,21,12,15,18,4,8,6,10,8,10,10,2,2,disease-Influenza,object-Milk,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,13,5.714285714,7,7,3.5,7,72,39,46,9,166,0,0,0,9999
100-0392,AnonymousB,1,4,3,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,6,29,22,25,24,20,4,9,15,10,7,4,6,5,4,4,6,6,6,disease-Influenza,object-Milk,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,8,0,1,1,1,1,1,0,1,0,0,0,1,0,7,1,1,1,1.5,1,44,23,27,12,106,2,0.153846154,0,9999
100-0395,AnonymousB,1,5,5,5,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,6,44,35,29,38,14,21,21,18,15,10,10,10,10,10,10,10,10,6,disease-Salmonellosis,object-Sandwich,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,0,1,11,3.142857143,3.166666667,4.8,6,4.285714286,57,28,37,13,135,0,0,0,9999
100-0396,AnonymousB,2,4,4,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,33,32,35,29,22,9,12,3,12,7,7,7,4,4,4,4,6,8,disease-Influenza,object-Milk,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,0,0,11,1,2,1,3.25,1.142857143,45,28,31,14,118,1,0.058823529,0,9999
100-0397,AnonymousB,2,1,2,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,7,29,32,26,32,24,13,15,6,15,6,6,8,7,8,8,6,8,3,disease-Influenza,object-Milk,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,8,1,1,1,1,1,1,1,1,1,1,1,1,1,13,5.714285714,3.666666667,6.2,3.75,5.428571429,56,29,35,9,129,1,0.083333333,0,9999
100-0399,AnonymousB,2,4,4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,42,31,28,45,24,21,15,18,15,10,10,10,10,10,10,10,10,6,disease-Influenza,object-Milk,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,1,0,11,7,7,7,1.25,7,84,42,56,15,197,2,0.133333333,0,9999
100-0401,AnonymousB,1,4,4,2,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,10,32,25,24,30,25,11,12,12,12,8,6,8,4,5,8,8,5,4,disease-Influenza,object-Milk,0,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,9,0,1,1,1,1,1,1,1,1,1,0,0,0,9,2.714285714,2.5,3.2,4.75,3.142857143,45,19,26,14,104,-1,-0.111111111,0,9999
100-0402,AnonymousB,1,5,5,4,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,7,23,23,20,22,24,8,14,6,11,7,4,7,7,6,6,4,4,5,disease-Influenza,object-Milk,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1,0,0,9,0,1,0,0,1,0,0,1,1,1,0,0,0,5,3.857142857,3.166666667,4,5.5,3.428571429,51,29,44,9,133,2,0.166666667,0,9999
100-0403,AnonymousB,2,2,4,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,6,39,30,29,38,23,18,10,9,13,5,6,9,7,9,8,8,5,5,disease-Salmonellosis,object-Sandwich,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,1,1,1,1,1,1,0,0,1,0,0,0,0,7,4.571428571,5,6,2,4.714285714,66,33,40,8,147,-2,-0.153846154,1,3105.869873
100-0404,AnonymousB,1,4,4,3,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,6,30,24,22,31,29,10,10,10,10,7,10,8,10,10,10,10,6,3,disease-Influenza,object-Milk,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3,1,1,1,0,1,1,0,1,1,0,0,0,1,8,3.857142857,2.833333333,4.6,6.25,6.142857143,42,31,43,13,129,-3,-0.230769231,0,9999
100-0406,AnonymousB,1,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,35,30,31,31,29,17,13,15,14,7,7,6,6,8,6,6,5,6,disease-Influenza,object-Milk,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,4,0,1,1,0,0,1,0,1,0,0,0,0,1,5,3.857142857,4.166666667,4.4,4,4.142857143,61,33,38,10,142,1,0.0625,0,9999
100-0408,AnonymousB,2,3,3,4,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,5,44,37,28,39,23,16,16,9,19,7,8,6,2,9,8,5,4,3,disease-Influenza,object-Milk,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,7,1,1,1,1,1,1,1,1,1,0,1,0,0,10,4,3.5,4.8,4.5,6.428571429,56,35,38,10,139,2,0.142857143,0,9999
100-0411,AnonymousB,2,4,3,2,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,1,0,1,7,38,41,23,38,18,21,8,12,21,4,9,6,7,8,9,5,3,2,disease-Influenza,object-Milk,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,9,1,1,1,0,1,1,0,1,1,0,0,1,0,8,4.571428571,3,5.4,2.75,5.428571429,60,39,48,16,163,2,0.166666667,0,9999
100-0412,AnonymousB,2,4,4,3,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,7,38,29,35,37,32,20,13,13,19,6,8,10,4,9,3,4,10,5,disease-Influenza,object-Milk,0,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,0,9,1,1,1,1,1,1,0,1,1,0,0,0,0,8,5.714285714,6.166666667,6.2,4.5,6.571428571,70,38,49,10,167,2,0.166666667,0,9999
100-0413,AnonymousB,2,2,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,4,45,28,29,39,25,18,17,9,21,7,10,9,9,10,8,10,8,6,disease-Influenza,object-Milk,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,10,1,0,0,1,1,1,1,1,1,0,1,0,1,9,4.857142857,4,6,4.75,4.571428571,60,36,42,9,147,6,0.4,0,9999
100-0414,AnonymousB,2,2,2,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,7,37,38,30,37,18,18,8,13,15,5,8,8,5,9,9,8,5,2,disease-Influenza,object-Milk,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,5,1,1,1,1,1,1,1,1,1,1,0,1,1,12,6.142857143,4.833333333,7,3.75,4.714285714,67,34,49,10,160,-2,-0.166666667,1,3321.10498
100-0416,AnonymousB,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,5,32,28,29,30,21,17,18,16,16,5,7,6,7,8,8,8,8,7,disease-Influenza,object-Milk,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,9,1,1,1,1,1,1,1,1,1,0,1,0,0,10,1.571428571,1.333333333,4.2,6.75,1.428571429,41,21,20,17,99,4,0.285714286,0,9999
100-0418,AnonymousB,2,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,1,9,31,29,28,39,26,18,12,9,21,8,10,6,8,8,8,10,4,2,disease-Influenza,object-Milk,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,1,1,1,1,0,1,0,0,0,0,6,3.285714286,3.333333333,5.8,3.75,3.714285714,50,31,41,10,132,-4,-0.4,0,9999
100-0420,AnonymousB,2,2,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,33,32,27,34,22,19,19,19,13,4,7,9,2,10,10,7,8,5,disease-Salmonellosis,object-Milk,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,7,0,1,1,1,1,0,1,1,1,1,0,0,0,8,5.142857143,3,5,3.75,7,55,26,40,11,132,3,0.2,0,9999
100-0421,AnonymousB,1,2,2,1,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,1,1,9,30,34,30,35,19,20,15,11,16,4,3,7,9,9,8,6,5,4,disease-Influenza,object-Milk,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,1,0,0,10,1,1,1,1,1,1,1,1,1,1,0,1,0,11,5.857142857,1.666666667,6.8,2.5,6.285714286,70,40,47,15,172,1,0.1,0,9999
100-0422,AnonymousB,1,3,3,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,5,29,32,22,35,19,12,8,20,11,4,4,4,4,5,4,5,2,5,disease-Influenza,object-Milk,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,4,0,0,0,1,1,0,0,0,0,1,0,0,0,3,4.142857143,3.666666667,4.4,4.75,4.428571429,39,29,28,14,110,-1,-0.071428571,0,9999
100-0423,AnonymousB,2,2,3,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,0,1,1,0,11,44,36,38,43,17,21,12,9,21,5,7,8,6,8,6,6,6,6,disease-Influenza,object-Milk,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1,1,11,1,1,1,1,1,1,1,1,1,1,0,0,0,10,1,3.166666667,4,2.75,4,38,29,27,9,103,0,0,0,9999
100-0424,AnonymousB,2,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,5,43,38,40,38,19,18,6,17,15,7,9,8,9,9,10,10,3,3,disease-Salmonellosis,object-Sandwich,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,18,1,1,1,1,1,1,1,1,1,1,1,1,1,13,5.571428571,6.166666667,6.4,1.25,7,71,41,54,21,187,13,0.928571429,1,2948.684814
100-0427,AnonymousB,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,5,32,28,32,35,17,13,14,10,14,8,9,6,8,7,8,8,6,2,disease-Influenza,object-Milk,0,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,7,1,1,1,1,1,1,1,1,1,1,0,1,0,11,3.857142857,4.666666667,4.4,3.25,5,52,25,39,13,129,2,0.142857143,0,9999
100-0428,AnonymousB,1,4,5,5,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,5,38,41,24,41,20,20,3,11,13,4,7,7,4,7,9,6,7,2,disease-Influenza,object-Milk,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,6,1,1,1,1,1,1,1,1,1,1,0,0,0,10,5.428571429,4.5,6,2.25,6.142857143,43,24,32,12,111,1,0.071428571,1,2960.369873
100-0429,AnonymousB,2,2,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,8,39,25,26,31,25,10,12,9,18,6,8,9,5,7,8,7,6,6,disease-Influenza,object-Milk,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,11,1,1,1,1,1,1,0,1,1,1,0,1,0,10,4.714285714,4.5,4.4,4.75,4.857142857,62,31,42,15,150,3,0.272727273,0,9999
100-0431,AnonymousB,1,4,5,3,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,5,35,31,38,38,20,19,6,20,19,5,9,9,7,7,10,8,6,7,disease-Salmonellosis,object-Milk,0,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,7,1,1,1,1,1,1,1,1,0,0,1,1,0,10,4.428571429,4.333333333,6.8,4.75,4.142857143,48,26,37,11,122,2,0.142857143,0,9999
100-0432,AnonymousB,2,3,3,2,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,8,32,30,27,31,21,18,10,12,20,7,9,7,9,7,10,6,3,5,disease-Influenza,object-Milk,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,0,0,9,1,1,1,1,0,1,1,1,1,1,0,0,0,9,4.285714286,5,5,3,6,54,27,33,12,126,1,0.090909091,1,2734.139893
100-0433,AnonymousB,1,2,4,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,4,36,31,25,30,22,15,17,18,16,6,7,8,7,7,7,7,7,7,disease-Influenza,object-Milk,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3,0,1,1,0,1,1,1,1,1,0,0,0,0,7,5,6.833333333,5.2,5,5.714285714,77,42,49,5,173,-1,-0.066666667,0,9999
100-0434,AnonymousB,2,2,3,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5,35,27,32,35,32,6,11,8,15,6,7,6,10,8,10,5,6,3,disease-Influenza,object-Milk,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,5,0,1,1,1,1,1,0,1,0,1,0,0,1,8,1.571428571,2.666666667,4.8,4,5.285714286,53,30,34,12,129,0,0,0,9999
100-0436,AnonymousB,2,2,5,2,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,1,7,40,26,34,34,24,12,8,13,8,5,5,8,8,9,7,6,7,5,disease-Salmonellosis,object-Milk,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,1,11,1,1,1,1,1,1,1,1,1,0,1,1,1,12,5.428571429,5.666666667,3.4,2.75,5,65,33,46,10,154,4,0.333333333,1,2900.534912
100-0437,AnonymousB,2,3,3,1,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,0,8,35,34,35,39,23,15,10,10,16,6,8,7,8,6,8,7,4,6,disease-Salmonellosis,object-Milk,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,14,1,1,1,1,1,1,1,1,1,1,1,1,1,13,5.142857143,5.5,5,4.5,4.857142857,51,28,41,16,136,6,0.545454545,1,2818.425049
100-0438,AnonymousB,2,3,3,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,0,1,0,9,32,32,23,33,22,12,9,10,14,5,7,5,5,7,6,8,6,3,disease-Influenza,object-Milk,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,0,9,1,1,1,1,1,1,1,1,1,1,1,1,1,13,5.714285714,5.333333333,5.6,2.25,6.428571429,71,34,34,16,155,0,0,1,2703.389893
100-0439,AnonymousB,1,5,5,4,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,0,1,0,8,39,26,35,28,21,15,9,18,17,7,8,8,6,7,7,9,7,4,disease-Salmonellosis,object-Milk,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,15,1,1,0,1,1,1,1,1,0,1,1,1,0,10,5.571428571,4.833333333,3.8,2,5.428571429,59,25,45,9,138,7,0.636363636,0,9999
100-0440,AnonymousB,1,2,2,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,0,8,34,31,34,40,24,14,8,14,10,8,5,8,6,8,8,9,8,5,disease-Influenza,object-Milk,0,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,8,1,1,1,0,1,1,1,1,1,1,0,0,0,9,3.285714286,1.166666667,5.4,4.5,4.857142857,63,33,45,10,151,0,0,0,9999
100-0441,AnonymousB,1,3,4,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,6,39,33,33,33,25,20,11,16,8,5,8,7,8,8,8,8,7,2,disease-Influenza,object-Milk,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,12,1,1,1,1,1,1,1,1,0,1,1,1,0,11,7,5.5,7,4.75,6.857142857,76,36,54,6,172,6,0.461538462,0,9999
100-0442,AnonymousB,2,4,4,3,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,8,31,37,33,36,22,15,18,16,18,7,7,7,5,7,8,8,6,6,disease-Influenza,object-Milk,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,8,1,1,1,1,1,1,0,1,1,0,1,1,1,11,5.571428571,6.5,6,2,5.857142857,67,36,47,11,161,0,0,1,2352.554932
100-0443,AnonymousB,1,5,5,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5,44,36,37,36,11,16,9,10,10,4,7,5,5,5,5,6,4,4,disease-Influenza,object-Milk,1,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,7,1,1,1,1,1,1,0,1,1,0,0,1,1,10,6.428571429,6.666666667,5,3.75,5.857142857,78,39,53,8,178,2,0.142857143,1,2331.10498
100-0444,AnonymousB,1,4,4,4,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,4,18,25,26,26,24,7,6,4,3,3,3,3,6,7,4,6,5,3,disease-Influenza,object-Milk,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,1,1,0,0,0,1,3,4,3,3.8,5,2.857142857,42,20,28,14,104,2,0.133333333,0,9999
100-0445,AnonymousB,2,3,3,2,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,0,0,0,7,38,36,22,41,14,18,16,13,15,6,8,6,8,8,7,8,4,5,disease-Salmonellosis,object-Sandwich,0,0,0,0,1,0,0,1,0,1,1,1,0,1,1,0,1,0,0,8,1,1,1,1,1,1,0,1,1,1,0,1,1,11,4.571428571,2.833333333,6,7,6,53,36,34,12,135,1,0.083333333,0,9999
100-0446,AnonymousB,1,3,3,2,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,6,33,36,29,29,18,19,18,12,17,6,6,6,10,8,8,7,6,6,disease-Influenza,object-Milk,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,7,1,1,1,1,1,1,1,1,1,1,1,0,0,11,3.714285714,3.166666667,4.6,5.5,4,62,34,39,10,145,1,0.076923077,0,9999
100-0450,AnonymousB,1,5,2,2,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,1,7,38,30,22,35,28,12,14,6,18,5,7,7,5,9,5,4,9,2,disease-Influenza,object-Milk,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,5,0,1,1,0,1,1,0,1,1,0,0,0,0,6,1.285714286,4,3.6,3.5,1.714285714,84,42,56,21,203,-2,-0.166666667,0,9999
100-0451,AnonymousB,1,4,5,3,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,6,38,41,33,41,13,21,4,18,21,4,10,10,7,10,10,10,2,3,disease-Influenza,object-Milk,1,1,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,9,1,1,1,0,0,0,0,1,1,0,0,0,1,6,5.285714286,7,7,4.25,4,72,42,41,12,167,3,0.230769231,0,9999
100-0452,AnonymousB,2,3,4,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,5,43,33,32,38,13,21,9,18,17,4,8,8,8,8,8,8,5,7,disease-Influenza,object-Milk,0,0,0,0,0,1,1,0,1,0,1,1,1,1,0,1,1,0,0,9,1,1,0,1,1,1,1,1,1,1,0,1,1,11,4.857142857,6.833333333,7,2.75,7,81,40,56,21,198,4,0.285714286,1,2560.064941
100-0453,AnonymousB,1,5,5,4,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,3,43,28,30,28,24,10,10,13,16,7,6,6,6,6,6,6,5,7,disease-Influenza,object-Milk,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,1,0,2,3.714285714,3.833333333,3.8,5,3.714285714,47,26,35,13,121,3,0.1875,0,9999
100-0455,AnonymousB,2,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,5,32,28,33,31,23,13,16,9,12,4,8,7,8,6,6,6,8,6,disease-Influenza,object-Milk,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,7,1,0,0,1,1,1,0,0,0,0,0,0,1,5,1.857142857,3.5,3.6,2.75,2.857142857,42,23,28,13,106,2,0.142857143,0,9999
100-0456,AnonymousB,1,3,2,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,6,16,25,30,42,30,15,21,18,21,5,6,9,6,8,8,6,6,5,disease-Influenza,object-Milk,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,1,1,1,1,1,1,1,0,0,10,6.714285714,6,7,7.25,7,66,30,44,21,161,-4,-0.307692308,0,9999
100-0457,AnonymousB,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,5,43,35,39,40,10,18,5,9,16,4,7,6,8,8,8,10,2,6,disease-Influenza,object-Milk,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,6,1,1,1,1,1,1,1,1,1,1,0,1,0,11,7,7,5.8,2.75,7,84,42,53,20,199,1,0.071428571,1,3047.369873
100-0458,AnonymousB,2,3,3,1,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,7,45,33,36,31,16,20,3,3,20,6,10,7,10,8,10,8,4,5,disease-Salmonellosis,object-Sandwich,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,5,0,0,1,1,0,0,0,1,0,0,0,0,0,3,1.857142857,1,5.2,5,4,48,37,42,17,144,-2,-0.166666667,0,9999
100-0459,AnonymousB,2,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,6,33,30,34,38,20,9,21,9,18,4,8,10,6,8,6,8,8,6,disease-Salmonellosis,object-Milk,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,0,7,1,0,1,1,0,0,1,1,1,0,1,0,1,8,1,2.666666667,3.2,2.75,1.428571429,51,14,25,12,102,1,0.076923077,0,9999
100-0460,AnonymousB,1,5,4,5,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,8,38,25,32,32,13,12,14,17,15,4,7,5,7,7,7,7,8,4,disease-Influenza,object-Milk,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,7,0,1,1,1,1,1,0,1,0,0,0,0,1,7,5.857142857,6,5.6,4.25,5,66,37,44,9,156,-1,-0.090909091,0,9999
100-0461,AnonymousB,2,3,3,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,0,0,9,38,30,29,30,24,12,11,9,12,6,6,7,6,6,6,6,6,5,disease-Influenza,object-Milk,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,7,1,1,1,1,1,0,1,1,1,0,0,0,0,8,3.714285714,4,4.2,4.75,4,50,24,35,12,121,-2,-0.2,0,9999
100-0462,AnonymousB,1,4,4,2,0,0,1,0,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,7,35,28,24,29,25,18,18,18,17,7,8,8,7,7,8,8,8,8,disease-Salmonellosis,object-Sandwich,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,6,1,1,0,1,1,1,1,0,1,0,0,1,0,8,6.285714286,5.333333333,5.4,4.75,6,84,42,56,3,185,-1,-0.083333333,0,9999
100-0463,AnonymousB,1,4,4,5,0,1,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1,0,11,35,26,17,26,22,18,15,16,10,6,6,8,6,8,8,7,6,4,disease-Salmonellosis,object-Sandwich,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,16,1,1,0,1,1,1,0,1,0,1,1,1,1,10,5.571428571,5.833333333,7,4.25,6.714285714,57,25,44,14,140,5,0.625,1,2560.02002
100-0464,AnonymousB,2,2,3,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,0,8,37,36,29,36,20,13,9,11,19,3,6,4,7,6,6,7,2,4,disease-Salmonellosis,object-Milk,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,10,1,1,1,1,1,1,1,1,1,0,1,1,0,11,4.714285714,4,6,2.75,4.285714286,49,32,36,11,128,2,0.181818182,0,9999
100-0465,AnonymousB,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,None,None,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,1,0,0,0,0,0,0,-1,-1,-1,4.428571429,3.333333333,4.2,4.75,2.571428571,44,24,33,14,115,None,None,0,9999
100-0466,AnonymousB,2,2,1,2,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,6,31,33,21,33,27,16,14,11,13,6,7,6,6,7,7,6,7,5,disease-Influenza,object-Milk,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,1,2,3,2.5,4,4.25,2.285714286,33,16,22,17,88,-1,-0.076923077,0,9999
